time,OutdoorAirTemperature,WholeBuildingPower [kW],WholeBuildingElec,Boiler Gas [kBtu/hr],HVACStatus
2012-05-24 09:00:00-07:00,57,40.8594,40859.4,150.77,1
2012-05-24 10:00:00-07:00,57,40.1875,40187.5,146.26,1
2012-05-24 11:00:00-07:00,57,40.8595,40859.5,163.27,1
2012-05-24 12:00:00-07:00,59,39.6876,39687.6,194.07,1
2012-05-24 13:00:00-07:00,59,34.7499,34749.9,221.54,1
2012-05-24 14:00:00-07:00,59,15.9063,15906.3,277.73,1
2012-05-24 15:00:00-07:00,63,13.5625,13562.5,331.16,1
2012-05-24 16:00:00-07:00,63,12.7657,12765.7,358.72,1
2012-05-24 17:00:00-07:00,63,12.4532,12453.2,328.18,1
2012-05-24 18:00:00-07:00,59,12.6093,12609.3,310.64,1
2012-05-24 19:00:00-07:00,59,12.7343,12734.3,292.62,1
2012-05-24 20:00:00-07:00,59,11.8907,11890.7,309.88,1
2012-05-24 21:00:00-07:00,52,12.1561,12156.1,335.3,1
2012-05-24 22:00:00-07:00,52,11.7969,11796.9,399.96,1
2012-05-24 23:00:00-07:00,52,12.4687,12468.7,446.89,1
2012-05-25 00:00:00-07:00,51,12.2344,12234.4,455.79,1
2012-05-25 01:00:00-07:00,51,14.1875,14187.5,420.11,1
2012-05-25 02:00:00-07:00,51,23.4062,23406.2,392.51,1
2012-05-25 03:00:00-07:00,44,27.4218,27421.8,342.49,1
2012-05-25 04:00:00-07:00,44,31.6406,31640.6,270.25,1
2012-05-25 05:00:00-07:00,44,32.4219,32421.9,199.24,1
2012-05-25 06:00:00-07:00,54,34.797,34797,153.3,1
2012-05-25 07:00:00-07:00,54,37.5469,37546.9,162.99,1
2012-05-25 08:00:00-07:00,54,37.6875,37687.5,149.2,1
2012-05-25 09:00:00-07:00,68,36.2188,36218.8,154.9,1
2012-05-25 10:00:00-07:00,68,35.3438,35343.8,139.3,1
2012-05-25 11:00:00-07:00,68,34.2969,34296.9,143.58,1
2012-05-25 12:00:00-07:00,73,31.6406,31640.6,162.02,1
2012-05-25 13:00:00-07:00,73,28.7187,28718.7,166.21,1
2012-05-25 14:00:00-07:00,73,13.3593,13359.3,180.46,1
2012-05-25 15:00:00-07:00,75,12.4374,12437.4,213.26,1
2012-05-25 16:00:00-07:00,75,12.2968,12296.8,213.94,1
2012-05-25 17:00:00-07:00,75,11.5313,11531.3,370.15,1
2012-05-25 18:00:00-07:00,71,11.8125,11812.5,446.84,1
2012-05-25 19:00:00-07:00,71,11.7499,11749.9,456.79,1
2012-05-25 20:00:00-07:00,71,11.3593,11359.3,555.46,1
2012-05-25 21:00:00-07:00,59,11.7813,11781.3,682.68,1
2012-05-25 22:00:00-07:00,59,11.5624,11562.4,896.22,1
2012-05-25 23:00:00-07:00,59,11.6718,11671.8,956.76,1
2012-05-26 00:00:00-07:00,53,11.5624,11562.4,930.24,1
2012-05-26 01:00:00-07:00,53,11.8281,11828.1,933.77,1
2012-05-26 02:00:00-07:00,53,11.7344,11734.4,887.68,1
2012-05-26 03:00:00-07:00,46,12.3749,12374.9,808.13,1
2012-05-26 04:00:00-07:00,46,12.4688,12468.8,678.99,1
2012-05-26 05:00:00-07:00,46,11.3437,11343.7,499.21,1
2012-05-26 06:00:00-07:00,56,11.3281,11328.1,351.46,1
2012-05-26 07:00:00-07:00,56,11.9063,11906.3,271.66,1
2012-05-26 08:00:00-07:00,56,11.3438,11343.8,219.63,1
2012-05-26 09:00:00-07:00,69,11.5937,11593.7,167.3,1
2012-05-26 10:00:00-07:00,69,11.2031,11203.1,133.84,1
2012-05-26 11:00:00-07:00,69,11.3124,11312.4,128.65,1
2012-05-26 12:00:00-07:00,70,11.5156,11515.6,146.7,1
2012-05-26 13:00:00-07:00,70,11.7969,11796.9,195.24,1
2012-05-26 14:00:00-07:00,70,11.6405,11640.5,234.43,1
2012-05-26 15:00:00-07:00,71,11.7969,11796.9,246.65,1
2012-05-26 16:00:00-07:00,71,11.4844,11484.4,278.98,1
2012-05-26 17:00:00-07:00,71,11.5157,11515.7,356.92,1
2012-05-26 18:00:00-07:00,69,11.8437,11843.7,415.78,1
2012-05-26 19:00:00-07:00,69,11.8437,11843.7,443.01,1
2012-05-26 20:00:00-07:00,69,11.5469,11546.9,547.85,1
2012-05-26 21:00:00-07:00,64,11.3752,11375.2,717.13,1
2012-05-26 22:00:00-07:00,64,11.6719,11671.9,890.57,1
2012-05-26 23:00:00-07:00,64,11.7186,11718.6,1006.74,1
2012-05-27 00:00:00-07:00,49,11.7345,11734.5,1079.09,1
2012-05-27 01:00:00-07:00,49,11.6563,11656.3,984.96,1
2012-05-27 02:00:00-07:00,49,11.6875,11687.5,853.35,1
2012-05-27 03:00:00-07:00,45,12.1875,12187.5,695.77,1
2012-05-27 04:00:00-07:00,45,12.0313,12031.3,534.31,1
2012-05-27 05:00:00-07:00,45,11.2344,11234.4,482.57,1
2012-05-27 06:00:00-07:00,60,11.4219,11421.9,429.77,1
2012-05-27 07:00:00-07:00,60,11.6094,11609.4,347.67,1
2012-05-27 08:00:00-07:00,60,11.2813,11281.3,243.72,1
2012-05-27 09:00:00-07:00,73,11.5781,11578.1,202.23,1
2012-05-27 10:00:00-07:00,73,11.672,11672,150.44,1
2012-05-27 11:00:00-07:00,73,11.5,11500,113.86,1
2012-05-27 12:00:00-07:00,75,12.5937,12593.7,67.45,1
2012-05-27 13:00:00-07:00,75,11.5938,11593.8,41.81,1
2012-05-27 14:00:00-07:00,75,12.1561,12156.1,94.16,1
2012-05-27 15:00:00-07:00,76,12.0157,12015.7,164.29,1
2012-05-27 16:00:00-07:00,76,11.4376,11437.6,214.89,1
2012-05-27 17:00:00-07:00,76,11.3282,11328.2,268.21,1
2012-05-27 18:00:00-07:00,72,11.5,11500,303.46,1
2012-05-27 19:00:00-07:00,72,11.5781,11578.1,315.48,1
2012-05-27 20:00:00-07:00,72,11.8125,11812.5,337.16,1
2012-05-27 21:00:00-07:00,57,11.6718,11671.8,488.12,1
2012-05-27 22:00:00-07:00,57,11.7031,11703.1,778.85,1
2012-05-27 23:00:00-07:00,57,11.9062,11906.2,915.84,1
2012-05-28 00:00:00-07:00,50,11.5625,11562.5,937.66,1
2012-05-28 01:00:00-07:00,50,12,12000,808.44,1
2012-05-28 02:00:00-07:00,50,12,12000,691.95,1
2012-05-28 03:00:00-07:00,46,13.0782,13078.2,536.37,1
2012-05-28 04:00:00-07:00,46,14.9531,14953.1,412.57,1
2012-05-28 05:00:00-07:00,46,15.3437,15343.7,289.87,1
2012-05-28 06:00:00-07:00,58,14.203,14203,221.24,1
2012-05-28 07:00:00-07:00,58,15.0001,15000.1,168.45,1
2012-05-28 08:00:00-07:00,58,15.2656,15265.6,142.67,1
2012-05-28 09:00:00-07:00,70,13.2813,13281.3,105.36,1
2012-05-28 10:00:00-07:00,70,14.1718,14171.8,104.22,1
2012-05-28 11:00:00-07:00,70,12.8282,12828.2,71.44,1
2012-05-28 12:00:00-07:00,74,13.2656,13265.6,20.21,1
2012-05-28 13:00:00-07:00,74,14.078,14078,17.42,1
2012-05-28 14:00:00-07:00,74,12.4531,12453.1,21.42,1
2012-05-28 15:00:00-07:00,76,13.9063,13906.3,56.36,1
2012-05-28 16:00:00-07:00,76,11.5781,11578.1,102.18,1
2012-05-28 17:00:00-07:00,76,12.4219,12421.9,203.25,1
2012-05-28 18:00:00-07:00,70,11.5937,11593.7,275.64,1
2012-05-28 19:00:00-07:00,70,11.8281,11828.1,254.63,1
2012-05-28 20:00:00-07:00,70,11.9063,11906.3,334.22,1
2012-05-28 21:00:00-07:00,60,11.9218,11921.8,456.03,1
2012-05-28 22:00:00-07:00,60,11.7969,11796.9,603.99,1
2012-05-28 23:00:00-07:00,60,11.4219,11421.9,745.01,1
2012-05-29 00:00:00-07:00,56,12,12000,735.52,1
2012-05-29 01:00:00-07:00,56,14.0157,14015.7,665.35,1
2012-05-29 02:00:00-07:00,56,23.8751,23875.1,552.97,1
2012-05-29 03:00:00-07:00,54,28.8594,28859.4,396.33,1
2012-05-29 04:00:00-07:00,54,32.5,32500,299.92,1
2012-05-29 05:00:00-07:00,54,36.9062,36906.2,270.7,1
2012-05-29 06:00:00-07:00,58,39.5313,39531.3,220.98,1
2012-05-29 07:00:00-07:00,58,41.75,41750,140.9,1
2012-05-29 08:00:00-07:00,58,42.4687,42468.7,93.72,1
2012-05-29 09:00:00-07:00,66,45.2656,45265.6,80.19,1
2012-05-29 10:00:00-07:00,66,42.7969,42796.9,88.84,1
2012-05-29 11:00:00-07:00,66,43,43000,85.83,1
2012-05-29 12:00:00-07:00,71,38.1406,38140.6,46.38,1
2012-05-29 13:00:00-07:00,71,35.5156,35515.6,30.38,1
2012-05-29 14:00:00-07:00,71,14.8907,14890.7,36.02,1
2012-05-29 15:00:00-07:00,73,14.2658,14265.8,37.08,1
2012-05-29 16:00:00-07:00,73,12.8125,12812.5,55.85,1
2012-05-29 17:00:00-07:00,73,12.4375,12437.5,64.07,1
2012-05-29 18:00:00-07:00,70,12.0468,12046.8,89.03,1
2012-05-29 19:00:00-07:00,70,13.5624,13562.4,149.29,1
2012-05-29 20:00:00-07:00,70,12.2969,12296.9,274.23,1
2012-05-29 21:00:00-07:00,63,12.1407,12140.7,474.79,1
2012-05-29 22:00:00-07:00,63,12.2656,12265.6,734.73,1
2012-05-29 23:00:00-07:00,63,12.7813,12781.3,876.15,1
2012-05-30 00:00:00-07:00,55,12.2032,12203.2,767.89,1
2012-05-30 01:00:00-07:00,55,15.4062,15406.2,591.25,1
2012-05-30 02:00:00-07:00,55,25.7344,25734.4,423.62,1
2012-05-30 03:00:00-07:00,49,30.7031,30703.1,289.64,1
2012-05-30 04:00:00-07:00,49,41.4063,41406.3,260.18,1
2012-05-30 05:00:00-07:00,49,40.4218,40421.8,203.02,1
2012-05-30 06:00:00-07:00,59,43.0938,43093.8,121.04,1
2012-05-30 07:00:00-07:00,59,48.0155,48015.5,69.37,1
2012-05-30 08:00:00-07:00,59,46.7969,46796.9,57.79,1
2012-05-30 09:00:00-07:00,70,49.3595,49359.5,59.64,1
2012-05-30 10:00:00-07:00,70,52.7031,52703.1,55.78,1
2012-05-30 11:00:00-07:00,70,50.1719,50171.9,47.5,1
2012-05-30 12:00:00-07:00,77,46.2657,46265.7,30.28,1
2012-05-30 13:00:00-07:00,77,42.6406,42640.6,13.35,1
2012-05-30 14:00:00-07:00,77,15.125,15125,0.16,1
2012-05-30 15:00:00-07:00,81,12.9687,12968.7,6.05,1
2012-05-30 16:00:00-07:00,81,12.2501,12250.1,52.24,1
2012-05-30 17:00:00-07:00,81,11.8437,11843.7,14.21,1
2012-05-30 18:00:00-07:00,77,11.7344,11734.4,25.98,1
2012-05-30 19:00:00-07:00,77,12.0625,12062.5,37.83,1
2012-05-30 20:00:00-07:00,77,11.9687,11968.7,43.17,1
2012-05-30 21:00:00-07:00,64,12.3751,12375.1,68.55,1
2012-05-30 22:00:00-07:00,64,12.0781,12078.1,87.89,1
2012-05-30 23:00:00-07:00,64,12.0781,12078.1,64.94,1
2012-05-31 00:00:00-07:00,53,12.297,12297,53.09,1
2012-05-31 01:00:00-07:00,53,18.2657,18265.7,76.52,1
2012-05-31 02:00:00-07:00,53,32.7188,32718.8,94.24,1
2012-05-31 03:00:00-07:00,50,36.9844,36984.4,83.35,1
2012-05-31 04:00:00-07:00,50,42.4844,42484.4,52.68,1
2012-05-31 05:00:00-07:00,50,44.0782,44078.2,28.63,1
2012-05-31 06:00:00-07:00,69,44.7343,44734.3,25.14,1
2012-05-31 07:00:00-07:00,69,46.6406,46640.6,10.87,1
2012-05-31 08:00:00-07:00,69,46.8593,46859.3,4.43,1
2012-05-31 09:00:00-07:00,83,46.8906,46890.6,0.26,1
2012-05-31 10:00:00-07:00,83,47.3281,47328.1,0,1
2012-05-31 11:00:00-07:00,83,46.0624,46062.4,0,1
2012-05-31 12:00:00-07:00,84,45.375,45375,5.12,1
2012-05-31 13:00:00-07:00,84,39.2813,39281.3,57.75,1
2012-05-31 14:00:00-07:00,84,16.7342,16734.2,117.32,1
2012-05-31 15:00:00-07:00,82,14.0469,14046.9,172.43,1
2012-05-31 16:00:00-07:00,82,12.6405,12640.5,172.88,1
2012-05-31 17:00:00-07:00,82,12.4219,12421.9,197.08,1
2012-05-31 18:00:00-07:00,77,12.0782,12078.2,229.57,1
2012-05-31 19:00:00-07:00,77,12.6093,12609.3,221.9,1
2012-05-31 20:00:00-07:00,77,12.0625,12062.5,183.05,1
2012-05-31 21:00:00-07:00,67,12.2187,12218.7,197.31,1
2012-05-31 22:00:00-07:00,67,11.9844,11984.4,225.64,1
2012-05-31 23:00:00-07:00,67,12.4062,12406.2,226.68,1
2012-06-01 00:00:00-07:00,60,13.8438,13843.8,194.69,1
2012-06-01 01:00:00-07:00,60,19.3594,19359.4,121.67,1
2012-06-01 02:00:00-07:00,60,29.8593,29859.3,124.84,1
2012-06-01 03:00:00-07:00,53,35.4531,35453.1,97,1
2012-06-01 04:00:00-07:00,53,40.3594,40359.4,39.72,1
2012-06-01 05:00:00-07:00,53,44.4375,44437.5,29.79,1
2012-06-01 06:00:00-07:00,70,48.1406,48140.6,20.36,1
2012-06-01 07:00:00-07:00,70,50.2969,50296.9,22.41,1
2012-06-01 08:00:00-07:00,70,51.25,51250,16.04,1
2012-06-01 09:00:00-07:00,84,52.2032,52203.2,7.13,1
2012-06-01 10:00:00-07:00,84,51.4532,51453.2,0,1
2012-06-01 11:00:00-07:00,84,52.172,52172,2.29,1
2012-06-01 12:00:00-07:00,90,46.1719,46171.9,12.42,1
2012-06-01 13:00:00-07:00,90,41.5625,41562.5,15.69,1
2012-06-01 14:00:00-07:00,90,13.5,13500,13.55,1
2012-06-01 15:00:00-07:00,90,12.0937,12093.7,13.14,1
2012-06-01 16:00:00-07:00,90,11.7188,11718.8,39.48,1
2012-06-01 17:00:00-07:00,90,11.8751,11875.1,87.48,1
2012-06-01 18:00:00-07:00,82,11.3906,11390.6,61.22,1
2012-06-01 19:00:00-07:00,82,11.5781,11578.1,61.25,1
2012-06-01 20:00:00-07:00,82,11.5155,11515.5,105.63,1
2012-06-01 21:00:00-07:00,73,11.5156,11515.6,270.05,1
2012-06-01 22:00:00-07:00,73,11.9532,11953.2,439.38,1
2012-06-01 23:00:00-07:00,73,11.5781,11578.1,572.9,1
2012-06-02 00:00:00-07:00,66,12.7187,12718.7,608.06,1
2012-06-02 01:00:00-07:00,66,12.4844,12484.4,572.19,1
2012-06-02 02:00:00-07:00,66,11.5312,11531.2,547.67,1
2012-06-02 03:00:00-07:00,65,11.9062,11906.2,577.91,1
2012-06-02 04:00:00-07:00,65,12.3906,12390.6,518.29,1
2012-06-02 05:00:00-07:00,65,11.9687,11968.7,466.61,1
2012-06-02 06:00:00-07:00,71,11.8593,11859.3,480.77,1
2012-06-02 07:00:00-07:00,71,12.8908,12890.8,374.76,1
2012-06-02 08:00:00-07:00,71,12.2968,12296.8,325.36,1
2012-06-02 09:00:00-07:00,78,14.6251,14625.1,237.1,1
2012-06-02 10:00:00-07:00,78,14.2813,14281.3,158.22,1
2012-06-02 11:00:00-07:00,78,13.7656,13765.6,110.58,1
2012-06-02 12:00:00-07:00,82,12.7811,12781.1,80.3,1
2012-06-02 13:00:00-07:00,82,13,13000,70.92,1
2012-06-02 14:00:00-07:00,82,12.75,12750,73.91,1
2012-06-02 15:00:00-07:00,82,14.7969,14796.9,110.57,1
2012-06-02 16:00:00-07:00,82,12.1719,12171.9,145.76,1
2012-06-02 17:00:00-07:00,82,11.8281,11828.1,227.48,1
2012-06-02 18:00:00-07:00,74,11.625,11625,310.83,1
2012-06-02 19:00:00-07:00,74,12.4844,12484.4,395.15,1
2012-06-02 20:00:00-07:00,74,12.0468,12046.8,464.83,1
2012-06-02 21:00:00-07:00,60,11.9219,11921.9,606.17,1
2012-06-02 22:00:00-07:00,60,12.3906,12390.6,778.27,1
2012-06-02 23:00:00-07:00,60,11.5938,11593.8,924.2,1
2012-06-03 00:00:00-07:00,53,12.203,12203,973.26,1
2012-06-03 01:00:00-07:00,53,11.9064,11906.4,953.33,1
2012-06-03 02:00:00-07:00,53,12.4687,12468.7,853.95,1
2012-06-03 03:00:00-07:00,51,11.5938,11593.8,721.36,1
2012-06-03 04:00:00-07:00,51,11.9218,11921.8,586.12,1
2012-06-03 05:00:00-07:00,51,11.7813,11781.3,522.14,1
2012-06-03 06:00:00-07:00,65,12.1874,12187.4,463.44,1
2012-06-03 07:00:00-07:00,65,14.6094,14609.4,433.55,1
2012-06-03 08:00:00-07:00,65,13.1875,13187.5,399.56,1
2012-06-03 09:00:00-07:00,74,14.4375,14437.5,347.7,1
2012-06-03 10:00:00-07:00,74,15.0625,15062.5,272.76,1
2012-06-03 11:00:00-07:00,74,14.0156,14015.6,194.49,1
2012-06-03 12:00:00-07:00,80,12.875,12875,145.39,1
2012-06-03 13:00:00-07:00,80,12.7188,12718.8,146.98,1
2012-06-03 14:00:00-07:00,80,12.0626,12062.6,202.46,1
2012-06-03 15:00:00-07:00,82,12.3437,12343.7,257.63,1
2012-06-03 16:00:00-07:00,82,11.7032,11703.2,296.02,1
2012-06-03 17:00:00-07:00,82,12.25,12250,328.73,1
2012-06-03 18:00:00-07:00,73,13.5155,13515.5,345.71,1
2012-06-03 19:00:00-07:00,73,14.8594,14859.4,371.21,1
2012-06-03 20:00:00-07:00,73,14.2187,14218.7,409.3,1
2012-06-03 21:00:00-07:00,66,14.625,14625,539.33,1
2012-06-03 22:00:00-07:00,66,14.4532,14453.2,816.07,1
2012-06-03 23:00:00-07:00,66,13.1875,13187.5,927.61,1
2012-06-04 00:00:00-07:00,57,12.6562,12656.2,1004.06,1
2012-06-04 01:00:00-07:00,57,15.1875,15187.5,957.75,1
2012-06-04 02:00:00-07:00,57,27.9532,27953.2,852.96,1
2012-06-04 03:00:00-07:00,56,35.9376,35937.6,638.3,1
2012-06-04 04:00:00-07:00,56,36.7812,36781.2,502.73,1
2012-06-04 05:00:00-07:00,56,37.9063,37906.3,447.16,1
2012-06-04 06:00:00-07:00,58,39.2343,39234.3,365.09,1
2012-06-04 07:00:00-07:00,58,41,41000,269.64,1
2012-06-04 08:00:00-07:00,58,42.8593,42859.3,232.93,1
2012-06-04 09:00:00-07:00,64,41.4062,41406.2,189.31,1
2012-06-04 10:00:00-07:00,64,38.8281,38828.1,138.23,1
2012-06-04 11:00:00-07:00,64,40.4845,40484.5,94.56,1
2012-06-04 12:00:00-07:00,70,35.25,35250,51.13,1
2012-06-04 13:00:00-07:00,70,29.4062,29406.2,19.19,1
2012-06-04 14:00:00-07:00,70,16.0469,16046.9,15.28,1
2012-06-04 15:00:00-07:00,70,12.625,12625,20.4,1
2012-06-04 16:00:00-07:00,70,12.6875,12687.5,99.64,1
2012-06-04 17:00:00-07:00,70,13.4688,13468.8,214.16,1
2012-06-04 18:00:00-07:00,61,12.2187,12218.7,257.5,1
2012-06-04 19:00:00-07:00,61,12.3906,12390.6,318.68,1
2012-06-04 20:00:00-07:00,61,12.3281,12328.1,365.24,1
2012-06-04 21:00:00-07:00,58,12.4531,12453.1,471.53,1
2012-06-04 22:00:00-07:00,58,12.4375,12437.5,653.88,1
2012-06-04 23:00:00-07:00,58,12.75,12750,773.45,1
2012-06-05 00:00:00-07:00,55,12.4062,12406.2,760.82,1
2012-06-05 01:00:00-07:00,55,17.3595,17359.5,717.17,1
2012-06-05 02:00:00-07:00,55,25.625,25625,620.51,1
2012-06-05 03:00:00-07:00,51,29.9219,29921.9,441.45,1
2012-06-05 04:00:00-07:00,51,33.0313,33031.3,276.2,1
2012-06-05 05:00:00-07:00,51,35.3437,35343.7,200.32,1
2012-06-05 06:00:00-07:00,49,36.6874,36687.4,183.06,1
2012-06-05 07:00:00-07:00,49,34.8125,34812.5,174.08,1
2012-06-05 08:00:00-07:00,49,36.2031,36203.1,107.83,1
2012-06-05 09:00:00-07:00,51,37.4219,37421.9,53.32,1
2012-06-05 10:00:00-07:00,51,37.4061,37406.1,31.38,1
2012-06-05 11:00:00-07:00,51,34.3905,34390.5,33.13,1
2012-06-05 12:00:00-07:00,54,32.6563,32656.3,32.7,1
2012-06-05 13:00:00-07:00,54,28.7032,28703.2,38.71,1
2012-06-05 14:00:00-07:00,54,16.0312,16031.2,51.96,1
2012-06-05 15:00:00-07:00,60,14.0781,14078.1,45.38,1
2012-06-05 16:00:00-07:00,60,14.0156,14015.6,88.77,1
2012-06-05 17:00:00-07:00,60,12.9844,12984.4,121.29,1
2012-06-05 18:00:00-07:00,58,12.2187,12218.7,142.99,1
2012-06-05 19:00:00-07:00,58,12.4688,12468.8,204.17,1
2012-06-05 20:00:00-07:00,58,12.1875,12187.5,285.63,1
2012-06-05 21:00:00-07:00,54,12.7343,12734.3,511.14,1
2012-06-05 22:00:00-07:00,54,12.2187,12218.7,780.17,1
2012-06-05 23:00:00-07:00,54,12.7187,12718.7,915.27,1
2012-06-06 00:00:00-07:00,43,13.3594,13359.4,912.29,1
2012-06-06 01:00:00-07:00,43,15.1719,15171.9,783.06,1
2012-06-06 02:00:00-07:00,43,23.3907,23390.7,609.35,1
2012-06-06 03:00:00-07:00,39,28.3907,28390.7,453.47,1
2012-06-06 04:00:00-07:00,39,32.4531,32453.1,346.73,1
2012-06-06 05:00:00-07:00,39,32.7968,32796.8,295.71,1
2012-06-06 06:00:00-07:00,50,35.3906,35390.6,249.29,1
2012-06-06 07:00:00-07:00,50,35.1562,35156.2,212.66,1
2012-06-06 08:00:00-07:00,50,35.9219,35921.9,187.35,1
2012-06-06 09:00:00-07:00,63,40.9999,40999.9,168.39,1
2012-06-06 10:00:00-07:00,63,40.6718,40671.8,156.1,1
2012-06-06 11:00:00-07:00,63,41.1563,41156.3,119.31,1
2012-06-06 12:00:00-07:00,67,40.2501,40250.1,61.56,1
2012-06-06 13:00:00-07:00,67,35.6093,35609.3,44.16,1
2012-06-06 14:00:00-07:00,67,15.0468,15046.8,103.05,1
2012-06-06 15:00:00-07:00,70,12.4845,12484.5,184.49,1
2012-06-06 16:00:00-07:00,70,12.3281,12328.1,213.72,1
2012-06-06 17:00:00-07:00,70,12.8594,12859.4,201.3,1
2012-06-06 18:00:00-07:00,65,12.6407,12640.7,235.61,1
2012-06-06 19:00:00-07:00,65,12.4375,12437.5,233.25,1
2012-06-06 20:00:00-07:00,65,12.9062,12906.2,226.79,1
2012-06-06 21:00:00-07:00,57,12.7032,12703.2,231.39,1
2012-06-06 22:00:00-07:00,57,12.6874,12687.4,229.59,1
2012-06-06 23:00:00-07:00,57,12.5781,12578.1,233.65,1
2012-06-07 00:00:00-07:00,45,13.2188,13218.8,234.77,1
2012-06-07 01:00:00-07:00,45,14.7969,14796.9,234.16,1
2012-06-07 02:00:00-07:00,45,25.0625,25062.5,209.96,1
2012-06-07 03:00:00-07:00,43,30.1251,30125.1,181.61,1
2012-06-07 04:00:00-07:00,43,34.4219,34421.9,143.74,1
2012-06-07 05:00:00-07:00,43,36.375,36375,117.11,1
2012-06-07 06:00:00-07:00,57,36.9063,36906.3,98.84,1
2012-06-07 07:00:00-07:00,57,34.4842,34484.2,68.88,1
2012-06-07 08:00:00-07:00,57,35.4063,35406.3,55.05,1
2012-06-07 09:00:00-07:00,69,36.4845,36484.5,38.87,1
2012-06-07 10:00:00-07:00,69,33.7187,33718.7,18.32,1
2012-06-07 11:00:00-07:00,69,36.6719,36671.9,19.39,1
2012-06-07 12:00:00-07:00,70,35.1407,35140.7,42.8,1
2012-06-07 13:00:00-07:00,70,30.5468,30546.8,60.21,1
2012-06-07 14:00:00-07:00,70,16.0157,16015.7,76.14,1
2012-06-07 15:00:00-07:00,72,13.8124,13812.4,86.21,1
2012-06-07 16:00:00-07:00,72,13.1562,13156.2,105.92,1
2012-06-07 17:00:00-07:00,72,12,12000,111.21,1
2012-06-07 18:00:00-07:00,66,12.2344,12234.4,111.31,1
2012-06-07 19:00:00-07:00,66,12.2188,12218.8,103.93,1
2012-06-07 20:00:00-07:00,66,12.4219,12421.9,118.87,1
2012-06-07 21:00:00-07:00,58,12.2343,12234.3,174.45,1
2012-06-07 22:00:00-07:00,58,11.9063,11906.3,226.34,1
2012-06-07 23:00:00-07:00,58,12.2031,12203.1,216.63,1
2012-06-08 00:00:00-07:00,42,12.3438,12343.8,155.58,1
2012-06-08 01:00:00-07:00,42,14.2187,14218.7,147.11,1
2012-06-08 02:00:00-07:00,42,24.2969,24296.9,81.03,1
2012-06-08 03:00:00-07:00,37,27.2343,27234.3,56.15,1
2012-06-08 04:00:00-07:00,37,30.9219,30921.9,51.26,1
2012-06-08 05:00:00-07:00,37,33.5469,33546.9,43.65,1
2012-06-08 06:00:00-07:00,52,35.5937,35593.7,34.88,1
2012-06-08 07:00:00-07:00,52,36.3751,36375.1,38.69,1
2012-06-08 08:00:00-07:00,52,33.4062,33406.2,31.46,1
2012-06-08 09:00:00-07:00,63,34.0001,34000.1,26.98,1
2012-06-08 10:00:00-07:00,63,37.1093,37109.3,35.68,1
2012-06-08 11:00:00-07:00,63,35.7032,35703.2,49.43,1
2012-06-08 12:00:00-07:00,69,30.9843,30984.3,37.79,1
2012-06-08 13:00:00-07:00,69,28.8594,28859.4,45.28,1
2012-06-08 14:00:00-07:00,69,14.7032,14703.2,63.48,1
2012-06-08 15:00:00-07:00,68,11.9845,11984.5,58.41,1
2012-06-08 16:00:00-07:00,68,11.1875,11187.5,61.51,1
2012-06-08 17:00:00-07:00,68,11.4689,11468.9,41.59,1
2012-06-08 18:00:00-07:00,61,11.6875,11687.5,24.13,1
2012-06-08 19:00:00-07:00,61,12,12000,0,1
2012-06-08 20:00:00-07:00,61,11.422,11422,3.72,1
2012-06-08 21:00:00-07:00,52,11.75,11750,148.28,1
2012-06-08 22:00:00-07:00,52,12.1563,12156.3,297.21,1
2012-06-08 23:00:00-07:00,52,12.1876,12187.6,387.5,1
2012-06-09 00:00:00-07:00,47,11.8595,11859.5,365.03,1
2012-06-09 01:00:00-07:00,47,11.7343,11734.3,258.97,1
2012-06-09 02:00:00-07:00,47,11.6408,11640.8,179.75,1
2012-06-09 03:00:00-07:00,44,12.4219,12421.9,128.63,1
2012-06-09 04:00:00-07:00,44,11.7657,11765.7,159.77,1
2012-06-09 05:00:00-07:00,44,11.4688,11468.8,192.09,1
2012-06-09 06:00:00-07:00,56,12.3125,12312.5,216.18,1
2012-06-09 07:00:00-07:00,56,12.4844,12484.4,228.09,1
2012-06-09 08:00:00-07:00,56,12.0624,12062.4,206.94,1
2012-06-09 09:00:00-07:00,65,11.9061,11906.1,183.97,1
2012-06-09 10:00:00-07:00,65,13.9062,13906.2,156.56,1
2012-06-09 11:00:00-07:00,65,13.0937,13093.7,121.15,1
2012-06-09 12:00:00-07:00,56,13.1094,13109.4,84.06,1
2012-06-09 13:00:00-07:00,56,11.6095,11609.5,40.57,1
2012-06-09 14:00:00-07:00,56,11.4687,11468.7,8.29,1
2012-06-09 15:00:00-07:00,67,11.7813,11781.3,5.78,1
2012-06-09 16:00:00-07:00,67,11.6718,11671.8,13.23,1
2012-06-09 17:00:00-07:00,67,11.6719,11671.9,5.47,1
2012-06-09 18:00:00-07:00,66,11.7187,11718.7,33.37,1
2012-06-09 19:00:00-07:00,66,11.5938,11593.8,70.07,1
2012-06-09 20:00:00-07:00,66,11.8281,11828.1,132.57,1
2012-06-09 21:00:00-07:00,57,11.5781,11578.1,214.33,1
2012-06-09 22:00:00-07:00,57,11.7344,11734.4,299.63,1
2012-06-09 23:00:00-07:00,57,11.7969,11796.9,274.37,1
2012-06-10 00:00:00-07:00,46,12,12000,255.02,1
2012-06-10 01:00:00-07:00,46,11.6718,11671.8,282.78,1
2012-06-10 02:00:00-07:00,46,12.2188,12218.8,225.31,1
