datetimeValues,measuredValues,predictedValues
1987-05-18 02:00:00+00:00,0.0,46.07973338867578
1987-05-18 03:00:00+00:00,0.0,270.0784977856123
1987-05-18 04:00:00+00:00,0.0,273.7502134692977
1987-05-18 05:00:00+00:00,0.0,142.68799588641596
1987-05-18 06:00:00+00:00,0.0,37.54360347246893
1987-05-18 07:00:00+00:00,0.0,89.57368758853741
1987-05-18 08:00:00+00:00,0.0,-138.70261628861317
1987-05-18 09:00:00+00:00,0.0,-228.640490951249
1987-05-18 10:00:00+00:00,0.0,-295.8036699334116
1987-05-18 11:00:00+00:00,0.0,39.97816887953323
1987-05-18 12:00:00+00:00,0.0,73.70132525711415
1987-05-18 13:00:00+00:00,0.0,245.80667703715932
1987-05-18 14:00:00+00:00,0.0,292.95050585840545
1987-05-18 15:00:00+00:00,0.0,600.7222568403972
1987-05-18 16:00:00+00:00,0.0,725.6635509700909
1987-05-18 17:00:00+00:00,0.0,763.1921027767801
1987-05-18 18:00:00+00:00,0.0,763.1277724784959
1987-05-18 19:00:00+00:00,0.0,650.8857997678458
1987-05-18 20:00:00+00:00,0.0,779.9245706004422
1987-05-18 21:00:00+00:00,0.0,838.3184083499277
1987-05-18 22:00:00+00:00,0.0,676.5669728406756
1987-05-18 23:00:00+00:00,0.0,889.5715357839267
1987-05-19 00:00:00+00:00,0.0,941.4015794844117
1987-05-19 01:00:00+00:00,0.0,859.4902922582163
1987-05-19 02:00:00+00:00,0.0,1064.4430028285633
1987-05-19 03:00:00+00:00,0.0,571.2840981051841
1987-05-19 04:00:00+00:00,0.0,437.1935835933282
1987-05-19 05:00:00+00:00,0.0,333.3530690814782
1987-05-19 06:00:00+00:00,0.0,363.526658671311
1987-05-19 07:00:00+00:00,0.0,430.9851211323198
1987-05-19 08:00:00+00:00,0.0,558.3256356441684
1987-05-19 09:00:00+00:00,0.0,-299.7923123049882
1987-05-19 10:00:00+00:00,0.0,-326.9866706643161
1987-05-19 11:00:00+00:00,0.0,-226.3753873829737
1987-05-19 12:00:00+00:00,0.0,-251.52820820331135
1987-05-19 13:00:00+00:00,0.0,-301.8338498439862
1987-05-19 14:00:00+00:00,0.0,-389.8687227151677
1987-05-19 15:00:00+00:00,0.0,-402.44513312533763
1987-05-19 16:00:00+00:00,0.0,-339.5630810744947
1987-05-19 17:00:00+00:00,0.0,-301.8338498439912
1987-05-19 18:00:00+00:00,0.0,-264.1046186134863
1987-05-19 19:00:00+00:00,0.0,-314.4102602541607
1987-05-19 20:00:00+00:00,0.0,-130.2433353321353
1987-05-19 21:00:00+00:00,0.0,-96.76410410163044
1987-05-19 22:00:00+00:00,0.0,291.9816860782066
1987-05-19 23:00:00+00:00,0.0,144.66208818620322
1987-05-20 00:00:00+00:00,0.0,-6.509402734398009
1987-05-20 01:00:00+00:00,0.0,-100.61128328128098
1987-05-20 02:00:00+00:00,0.0,-16.768547213488546
1987-05-20 03:00:00+00:00,0.0,83.84273606786383
1987-05-20 04:00:00+00:00,0.0,392.15282082040585
1987-05-20 05:00:00+00:00,0.0,916.5764104102382
1987-05-20 06:00:00+00:00,0.0,1180.6810290237784
1987-05-20 07:00:00+00:00,0.0,607.278208203435
1987-05-20 08:00:00+00:00,0.0,301.83384984410986
1987-05-20 09:00:00+00:00,0.0,163.49333533225308
1987-05-20 10:00:00+00:00,0.0,62.88205205090526
1987-05-20 11:00:00+00:00,0.0,87.6320520508998
1987-05-20 12:00:00+00:00,0.0,45.42358958988916
1987-05-20 13:00:00+00:00,0.0,-4.882052050785205
1987-05-20 14:00:00+00:00,0.0,260.1780532502221
1987-05-20 15:00:00+00:00,0.0,206.289026625132
1987-05-20 16:00:00+00:00,0.0,162.46112832819063
1987-05-20 17:00:00+00:00,0.0,94.72758839057133
1987-05-20 18:00:00+00:00,0.0,238.40000000005148
1987-05-20 19:00:00+00:00,0.0,124.38871671870083
1987-05-20 20:00:00+00:00,0.0,251.21661501565268
1987-05-20 21:00:00+00:00,0.0,428.47241160954036
1987-05-20 22:00:00+00:00,0.0,395.02789829699987
1987-05-20 23:00:00+00:00,0.0,442.13353993768305
